Time,"{container=""minio"",endpoint=""http-minio"",instance=""myminio-pool-0-0"",job=""minio"",namespace=""minio-tenant"",pod=""myminio-pool-0-0"",server=""127.0.0.1:9000"",service=""minio""}","{container=""minio"",endpoint=""http-minio"",instance=""myminio-pool-0-0"",job=""minio"",namespace=""minio-tenant"",pod=""myminio-pool-0-0"",server=""127.0.0.1:9000"",service=""minio""}","{container=""minio"",endpoint=""http-minio"",instance=""myminio-pool-0-0"",job=""minio"",namespace=""minio-tenant"",pod=""myminio-pool-0-0"",server=""127.0.0.1:9000"",service=""minio""}","{container=""minio"",endpoint=""http-minio"",instance=""myminio-pool-0-0"",job=""minio"",namespace=""minio-tenant"",pod=""myminio-pool-0-0"",server=""127.0.0.1:9000"",service=""minio""}"
2025-08-06 13:00:00,221594.8347826087,,,
2025-08-06 13:01:00,511437.84347826085,,,
2025-08-06 13:02:00,638980.4869565218,,,
2025-08-06 13:03:00,627059.2782608696,,,
2025-08-06 13:04:00,505042.2173913044,,,
2025-08-06 13:05:00,453880.43478260865,,,
2025-08-06 13:06:00,507216.2695652174,,,
2025-08-06 13:07:00,492320.5913043478,,,
2025-08-06 13:08:00,375613.6608695652,,,
2025-08-06 13:09:00,367824.07826086954,,,
2025-08-06 13:10:00,454225.01739130437,,,
2025-08-06 13:21:00,,435553.8608695652,,
2025-08-06 13:22:00,,397726.46086956526,,
2025-08-06 13:23:00,,404652.84347826085,,
2025-08-06 13:24:00,,497869.9217391304,,
2025-08-06 13:25:00,,478848.9130434783,,
2025-08-06 13:26:00,,361097.4956521739,,
2025-08-06 13:27:00,,338432.5652173913,,
2025-08-06 13:28:00,,454773.53913043474,,
2025-08-06 13:29:00,,468375.87826086953,,
2025-08-06 13:30:00,,370528.2434782609,,
2025-08-06 13:31:00,,400834.0,,
2025-08-06 13:40:00,,,146104.72173913044,
2025-08-06 13:41:00,,,159553.34782608695,
2025-08-06 13:42:00,,,178245.03478260868,
2025-08-06 13:43:00,,,103284.63478260869,
2025-08-06 13:44:00,,,174118.45217391304,
2025-08-06 13:45:00,,,171555.53913043477,
2025-08-06 13:46:00,,,94199.55652173913,
2025-08-06 13:47:00,,,172428.73913043475,
2025-08-06 13:48:00,,,172803.55652173914,
2025-08-06 13:49:00,,,168375.73913043475,
2025-08-06 13:50:00,,,90155.05217391303,
2025-08-06 14:00:00,,,,638554.9913043478
2025-08-06 14:01:00,,,,668126.3913043478
2025-08-06 14:02:00,,,,730465.852173913
2025-08-06 14:03:00,,,,763268.4347826088
2025-08-06 14:04:00,,,,702746.2869565218
2025-08-06 14:05:00,,,,674091.495652174
2025-08-06 14:06:00,,,,732843.4347826088
2025-08-06 14:07:00,,,,759534.8086956522
2025-08-06 14:08:00,,,,635947.8173913043
2025-08-06 14:09:00,,,,636950.095652174
2025-08-06 14:10:00,,,,699074.7652173913
