Time,"{bucket=""mybucket"",container=""minio"",endpoint=""http-minio"",instance=""myminio-pool-0-0"",job=""minio"",namespace=""minio-tenant"",pod=""myminio-pool-0-0"",server=""127.0.0.1:9000"",service=""minio""}","{bucket=""mybucket"",container=""minio"",endpoint=""http-minio"",instance=""myminio-pool-0-0"",job=""minio"",namespace=""minio-tenant"",pod=""myminio-pool-0-0"",server=""127.0.0.1:9000"",service=""minio""}","{bucket=""mybucket"",container=""minio"",endpoint=""http-minio"",instance=""myminio-pool-0-0"",job=""minio"",namespace=""minio-tenant"",pod=""myminio-pool-0-0"",server=""127.0.0.1:9000"",service=""minio""}","{bucket=""mybucket"",container=""minio"",endpoint=""http-minio"",instance=""myminio-pool-0-0"",job=""minio"",namespace=""minio-tenant"",pod=""myminio-pool-0-0"",server=""127.0.0.1:9000"",service=""minio""}"
2025-08-06 13:00:00,102184.51304347826,,,
2025-08-06 13:01:00,246126.11304347825,,,
2025-08-06 13:02:00,309502.14782608696,,,
2025-08-06 13:03:00,302993.14782608696,,,
2025-08-06 13:04:00,241270.14782608693,,,
2025-08-06 13:05:00,216586.9304347826,,,
2025-08-06 13:06:00,243312.44347826086,,,
2025-08-06 13:07:00,236053.52173913043,,,
2025-08-06 13:08:00,176943.12173913044,,,
2025-08-06 13:09:00,174087.0608695652,,,
2025-08-06 13:10:00,217275.67826086955,,,
2025-08-06 13:21:00,,207904.13913043478,,
2025-08-06 13:22:00,,188684.52173913043,,
2025-08-06 13:23:00,,191345.68695652173,,
2025-08-06 13:24:00,,238989.6260869565,,
2025-08-06 13:25:00,,229347.51304347825,,
2025-08-06 13:26:00,,169455.64347826087,,
2025-08-06 13:27:00,,159323.8956521739,,
2025-08-06 13:28:00,,217435.1652173913,,
2025-08-06 13:29:00,,223713.6347826087,,
2025-08-06 13:30:00,,175218.2347826087,,
2025-08-06 13:31:00,,190034.94782608695,,
2025-08-06 13:40:00,,,34101.965217391305,
2025-08-06 13:41:00,,,69520.8347826087,
2025-08-06 13:42:00,,,77899.78260869565,
2025-08-06 13:43:00,,,79481.12173913044,
2025-08-06 13:44:00,,,37669.69565217391,
2025-08-06 13:45:00,,,41507.95652173913,
2025-08-06 13:46:00,,,45368.860869565215,
2025-08-06 13:47:00,,,44467.382608695654,
2025-08-06 13:48:00,,,76246.19130434781,
2025-08-06 13:49:00,,,72914.0347826087,
2025-08-06 13:50:00,,,35616.87826086956,
2025-08-06 14:00:00,,,,310519.95652173914
2025-08-06 14:01:00,,,,323975.1739130435
2025-08-06 14:02:00,,,,356367.2173913044
2025-08-06 14:03:00,,,,371494.3478260869
2025-08-06 14:04:00,,,,342001.6434782609
2025-08-06 14:05:00,,,,327432.73913043475
2025-08-06 14:06:00,,,,356039.04347826086
2025-08-06 14:07:00,,,,369966.7913043478
2025-08-06 14:08:00,,,,307882.4434782609
2025-08-06 14:09:00,,,,309237.9739130435
2025-08-06 14:10:00,,,,339775.38260869565
