Time,"{bucket=""mybucket"",container=""minio"",endpoint=""http-minio"",instance=""myminio-pool-0-0"",job=""minio"",namespace=""minio-tenant"",pod=""myminio-pool-0-0"",server=""127.0.0.1:9000"",service=""minio""}","{bucket=""mybucket"",container=""minio"",endpoint=""http-minio"",instance=""myminio-pool-0-0"",job=""minio"",namespace=""minio-tenant"",pod=""myminio-pool-0-0"",server=""127.0.0.1:9000"",service=""minio""}","{bucket=""mybucket"",container=""minio"",endpoint=""http-minio"",instance=""myminio-pool-0-0"",job=""minio"",namespace=""minio-tenant"",pod=""myminio-pool-0-0"",server=""127.0.0.1:9000"",service=""minio""}","{bucket=""mybucket"",container=""minio"",endpoint=""http-minio"",instance=""myminio-pool-0-0"",job=""minio"",namespace=""minio-tenant"",pod=""myminio-pool-0-0"",server=""127.0.0.1:9000"",service=""minio""}"
2025-08-11 12:24:00,96155.70434782609,,,
2025-08-11 12:25:00,97296.48695652172,,,
2025-08-11 12:26:00,127484.24347826088,,,
2025-08-11 12:27:00,117464.9304347826,,,
2025-08-11 12:28:00,98475.38260869565,,,
2025-08-11 12:29:00,109738.95652173912,,,
2025-08-11 12:30:00,130070.60869565216,,,
2025-08-11 12:31:00,119210.48695652172,,,
2025-08-11 12:32:00,98583.82608695653,,,
2025-08-11 12:33:00,109800.86956521738,,,
2025-08-11 12:34:00,123016.55652173913,,,
2025-08-11 12:54:00,,107187.46956521738,,
2025-08-11 12:55:00,,131105.1739130435,,
2025-08-11 12:56:00,,99946.29565217391,,
2025-08-11 12:57:00,,100860.29565217391,,
2025-08-11 12:58:00,,122298.0,,
2025-08-11 12:59:00,,120336.86956521738,,
2025-08-11 13:00:00,,109871.04347826088,,
2025-08-11 13:01:00,,111653.06956521739,,
2025-08-11 13:02:00,,122671.28695652173,,
2025-08-11 13:03:00,,121588.8347826087,,
2025-08-11 13:04:00,,109823.4,,
2025-08-11 13:21:00,,,75267.04347826088,
2025-08-11 13:22:00,,,33352.260869565216,
2025-08-11 13:23:00,,,77179.24347826088,
2025-08-11 13:24:00,,,41618.1652173913,
2025-08-11 13:25:00,,,68718.62608695652,
2025-08-11 13:26:00,,,25828.77391304348,
2025-08-11 13:27:00,,,27528.65217391304,
2025-08-11 13:28:00,,,59115.65217391305,
2025-08-11 13:29:00,,,59115.65217391305,
2025-08-11 13:30:00,,,34321.86956521739,
2025-08-11 13:31:00,,,71957.86086956522,
2025-08-11 13:50:00,,,,133422.32173913045
2025-08-11 13:51:00,,,,94759.49565217391
2025-08-11 13:52:00,,,,97957.68695652173
2025-08-11 13:53:00,,,,137158.7043478261
2025-08-11 13:54:00,,,,133693.2260869565
2025-08-11 13:55:00,,,,93555.58260869565
2025-08-11 13:56:00,,,,95615.26086956522
2025-08-11 13:57:00,,,,135453.21739130435
2025-08-11 13:58:00,,,,135022.4347826087
2025-08-11 13:59:00,,,,94776.61739130435
2025-08-11 14:00:00,,,,96612.0
