Time,"flink_taskmanager_Status_JVM_CPU_Load{component=""taskmanager"",container=""flink-main-container"",endpoint=""prom"",host=""10_42_3_17"",instance=""10.42.3.17:9249"",job=""default/flink-pod-monitor"",namespace=""default"",pod=""flink-taskmanager-1-1"",tm_id=""flink_taskmanager_1_1""}","flink_taskmanager_Status_JVM_CPU_Load{component=""taskmanager"",container=""flink-main-container"",endpoint=""prom"",host=""10_42_3_18"",instance=""10.42.3.18:9249"",job=""default/flink-pod-monitor"",namespace=""default"",pod=""flink-taskmanager-1-1"",tm_id=""flink_taskmanager_1_1""}","flink_taskmanager_Status_JVM_CPU_Load{component=""taskmanager"",container=""flink-main-container"",endpoint=""prom"",host=""10_42_3_19"",instance=""10.42.3.19:9249"",job=""default/flink-pod-monitor"",namespace=""default"",pod=""flink-taskmanager-1-1"",tm_id=""flink_taskmanager_1_1""}","flink_taskmanager_Status_JVM_CPU_Load{component=""taskmanager"",container=""flink-main-container"",endpoint=""prom"",host=""10_42_3_20"",instance=""10.42.3.20:9249"",job=""default/flink-pod-monitor"",namespace=""default"",pod=""flink-taskmanager-1-1"",tm_id=""flink_taskmanager_1_1""}"
2025-08-11 12:24:00,0.2385,,,
2025-08-11 12:24:05,0.2465,,,
2025-08-11 12:24:10,0.2435,,,
2025-08-11 12:24:15,0.245,,,
2025-08-11 12:24:20,0.2385,,,
2025-08-11 12:24:25,0.238,,,
2025-08-11 12:24:30,0.245,,,
2025-08-11 12:24:35,0.251,,,
2025-08-11 12:24:40,0.2425,,,
2025-08-11 12:24:45,0.2895,,,
2025-08-11 12:24:50,0.2375,,,
2025-08-11 12:24:55,0.24,,,
2025-08-11 12:25:00,0.242,,,
2025-08-11 12:25:05,0.2485,,,
2025-08-11 12:25:10,0.264,,,
2025-08-11 12:25:15,0.2345,,,
2025-08-11 12:25:20,0.236,,,
2025-08-11 12:25:25,0.238,,,
2025-08-11 12:25:30,0.242,,,
2025-08-11 12:25:35,0.241,,,
2025-08-11 12:25:40,0.24,,,
2025-08-11 12:25:45,0.285,,,
2025-08-11 12:25:50,0.2365,,,
2025-08-11 12:25:55,0.237,,,
2025-08-11 12:26:00,0.2345,,,
2025-08-11 12:26:05,0.239,,,
2025-08-11 12:26:10,0.2455,,,
2025-08-11 12:26:15,0.2405,,,
2025-08-11 12:26:20,0.245,,,
2025-08-11 12:26:25,0.2405,,,
2025-08-11 12:26:30,0.2365,,,
2025-08-11 12:26:35,0.24,,,
2025-08-11 12:26:40,0.2395,,,
2025-08-11 12:26:45,0.286,,,
2025-08-11 12:26:50,0.237,,,
2025-08-11 12:26:55,0.2385,,,
2025-08-11 12:27:00,0.2385,,,
2025-08-11 12:27:05,0.252,,,
2025-08-11 12:27:10,0.241,,,
2025-08-11 12:27:15,0.238,,,
2025-08-11 12:27:20,0.238,,,
2025-08-11 12:27:25,0.2415,,,
2025-08-11 12:27:30,0.2445,,,
2025-08-11 12:27:35,0.2425,,,
2025-08-11 12:27:40,0.2435,,,
2025-08-11 12:27:45,0.2895,,,
2025-08-11 12:27:50,0.241,,,
2025-08-11 12:27:55,0.2315,,,
2025-08-11 12:28:00,0.235,,,
2025-08-11 12:28:05,0.236,,,
2025-08-11 12:28:10,0.2365,,,
2025-08-11 12:28:15,0.235,,,
2025-08-11 12:28:20,0.242,,,
2025-08-11 12:28:25,0.2355,,,
2025-08-11 12:28:30,0.239,,,
2025-08-11 12:28:35,0.242,,,
2025-08-11 12:28:40,0.247,,,
2025-08-11 12:28:45,0.2865,,,
2025-08-11 12:28:50,0.2425,,,
2025-08-11 12:28:55,0.239,,,
2025-08-11 12:29:00,0.238,,,
2025-08-11 12:29:05,0.2375,,,
2025-08-11 12:29:10,0.2585,,,
2025-08-11 12:29:15,0.2425,,,
2025-08-11 12:29:20,0.2495,,,
2025-08-11 12:29:25,0.2415,,,
2025-08-11 12:29:30,0.248,,,
2025-08-11 12:29:35,0.24,,,
2025-08-11 12:29:40,0.2415,,,
2025-08-11 12:29:45,0.277,,,
2025-08-11 12:29:50,0.241,,,
2025-08-11 12:29:55,0.241,,,
2025-08-11 12:30:00,0.237,,,
2025-08-11 12:30:05,0.238,,,
2025-08-11 12:30:10,0.2795,,,
2025-08-11 12:30:15,0.2375,,,
2025-08-11 12:30:20,0.239,,,
2025-08-11 12:30:25,0.2415,,,
2025-08-11 12:30:30,0.2445,,,
2025-08-11 12:30:35,0.244,,,
2025-08-11 12:30:40,0.245,,,
2025-08-11 12:30:45,0.3095,,,
2025-08-11 12:30:50,0.238,,,
2025-08-11 12:30:55,0.2405,,,
2025-08-11 12:31:00,0.246,,,
2025-08-11 12:31:05,0.242,,,
2025-08-11 12:31:10,0.2375,,,
2025-08-11 12:31:15,0.237,,,
2025-08-11 12:31:20,0.2475,,,
2025-08-11 12:31:25,0.247,,,
2025-08-11 12:31:30,0.2405,,,
2025-08-11 12:31:35,0.25,,,
2025-08-11 12:31:40,0.244,,,
2025-08-11 12:31:45,0.3125,,,
2025-08-11 12:31:50,0.239,,,
2025-08-11 12:31:55,0.242,,,
2025-08-11 12:32:00,0.24,,,
2025-08-11 12:32:05,0.239,,,
2025-08-11 12:32:10,0.2405,,,
2025-08-11 12:32:15,0.242,,,
2025-08-11 12:32:20,0.2405,,,
2025-08-11 12:32:25,0.2395,,,
2025-08-11 12:32:30,0.2445,,,
2025-08-11 12:32:35,0.2455,,,
2025-08-11 12:32:40,0.2415,,,
2025-08-11 12:32:45,0.2905,,,
2025-08-11 12:32:50,0.239,,,
2025-08-11 12:32:55,0.2375,,,
2025-08-11 12:33:00,0.2405,,,
2025-08-11 12:33:05,0.2405,,,
2025-08-11 12:33:10,0.239,,,
2025-08-11 12:33:15,0.2415,,,
2025-08-11 12:33:20,0.2435,,,
2025-08-11 12:33:25,0.2435,,,
2025-08-11 12:33:30,0.249,,,
2025-08-11 12:33:35,0.2475,,,
2025-08-11 12:33:40,0.245,,,
2025-08-11 12:33:45,0.2915,,,
2025-08-11 12:33:50,0.2435,,,
2025-08-11 12:33:55,0.239,,,
2025-08-11 12:34:00,0.2415,,,
2025-08-11 12:54:00,,0.2435,,
2025-08-11 12:54:05,,0.2445,,
2025-08-11 12:54:10,,0.285,,
2025-08-11 12:54:15,,0.2365,,
2025-08-11 12:54:20,,0.2445,,
2025-08-11 12:54:25,,0.2395,,
2025-08-11 12:54:30,,0.246,,
2025-08-11 12:54:35,,0.241,,
2025-08-11 12:54:40,,0.2395,,
2025-08-11 12:54:45,,0.25,,
2025-08-11 12:54:50,,0.246,,
2025-08-11 12:54:55,,0.2365,,
2025-08-11 12:55:00,,0.2375,,
2025-08-11 12:55:05,,0.25,,
2025-08-11 12:55:10,,0.3055,,
2025-08-11 12:55:15,,0.242,,
2025-08-11 12:55:20,,0.2365,,
2025-08-11 12:55:25,,0.2345,,
2025-08-11 12:55:30,,0.243,,
2025-08-11 12:55:35,,0.235,,
2025-08-11 12:55:40,,0.2395,,
2025-08-11 12:55:45,,0.239,,
2025-08-11 12:55:50,,0.242,,
2025-08-11 12:55:55,,0.249,,
2025-08-11 12:56:00,,0.2385,,
2025-08-11 12:56:05,,0.236,,
2025-08-11 12:56:10,,0.285,,
2025-08-11 12:56:15,,0.2315,,
2025-08-11 12:56:20,,0.2295,,
2025-08-11 12:56:25,,0.227,,
2025-08-11 12:56:30,,0.242,,
2025-08-11 12:56:35,,0.2515,,
2025-08-11 12:56:40,,0.234,,
2025-08-11 12:56:45,,0.2355,,
2025-08-11 12:56:50,,0.241,,
2025-08-11 12:56:55,,0.2365,,
2025-08-11 12:57:00,,0.2525,,
2025-08-11 12:57:05,,0.2465,,
2025-08-11 12:57:10,,0.28,,
2025-08-11 12:57:15,,0.243,,
2025-08-11 12:57:20,,0.2385,,
2025-08-11 12:57:25,,0.2385,,
2025-08-11 12:57:30,,0.24,,
2025-08-11 12:57:35,,0.2435,,
2025-08-11 12:57:40,,0.2415,,
2025-08-11 12:57:45,,0.237,,
2025-08-11 12:57:50,,0.2445,,
2025-08-11 12:57:55,,0.2415,,
2025-08-11 12:58:00,,0.2375,,
2025-08-11 12:58:05,,0.2465,,
2025-08-11 12:58:10,,0.28,,
2025-08-11 12:58:15,,0.246,,
2025-08-11 12:58:20,,0.2385,,
2025-08-11 12:58:25,,0.2425,,
2025-08-11 12:58:30,,0.2445,,
2025-08-11 12:58:35,,0.244,,
2025-08-11 12:58:40,,0.2385,,
