Time,"{container=""minio"",endpoint=""http-minio"",instance=""myminio-pool-0-0"",job=""minio"",namespace=""minio-tenant"",pod=""myminio-pool-0-0"",server=""127.0.0.1:9000"",service=""minio""}","{container=""minio"",endpoint=""http-minio"",instance=""myminio-pool-0-0"",job=""minio"",namespace=""minio-tenant"",pod=""myminio-pool-0-0"",server=""127.0.0.1:9000"",service=""minio""}","{container=""minio"",endpoint=""http-minio"",instance=""myminio-pool-0-0"",job=""minio"",namespace=""minio-tenant"",pod=""myminio-pool-0-0"",server=""127.0.0.1:9000"",service=""minio""}","{container=""minio"",endpoint=""http-minio"",instance=""myminio-pool-0-0"",job=""minio"",namespace=""minio-tenant"",pod=""myminio-pool-0-0"",server=""127.0.0.1:9000"",service=""minio""}"
2025-08-06 11:41:00,281619.27826086956,,,
2025-08-06 11:42:00,433363.70434782613,,,
2025-08-06 11:43:00,542558.1826086956,,,
2025-08-06 11:44:00,594683.4608695653,,,
2025-08-06 11:45:00,482867.68695652176,,,
2025-08-06 11:46:00,427907.93913043477,,,
2025-08-06 11:47:00,510983.1391304348,,,
2025-08-06 11:48:00,1045169.8,,,
2025-08-06 11:49:00,963713.0,,,
2025-08-06 11:50:00,427808.81739130436,,,
2025-08-06 11:51:00,589848.2695652173,,,
2025-08-06 11:59:00,,231496.07826086957,,
2025-08-06 12:00:00,,293496.40869565215,,
2025-08-06 12:01:00,,518383.41739130433,,
2025-08-06 12:02:00,,455557.7217391304,,
2025-08-06 12:03:00,,228699.47826086957,,
2025-08-06 12:04:00,,276482.452173913,,
2025-08-06 12:05:00,,892521.2782608696,,
2025-08-06 12:06:00,,849497.9913043478,,
2025-08-06 12:07:00,,231506.13043478262,,
2025-08-06 12:08:00,,252929.78260869565,,
2025-08-06 12:09:00,,1262523.4695652174,,
2025-08-06 12:19:00,,,374104.52173913043,
2025-08-06 12:20:00,,,508748.71304347826,
2025-08-06 12:21:00,,,713748.1565217391,
2025-08-06 12:22:00,,,864674.1565217391,
2025-08-06 12:23:00,,,954181.7826086956,
2025-08-06 12:24:00,,,1100720.9304347825,
2025-08-06 12:25:00,,,1391166.5913043476,
2025-08-06 12:26:00,,,1700380.4956521739,
2025-08-06 12:27:00,,,1914839.295652174,
2025-08-06 12:28:00,,,1949555.3913043477,
2025-08-06 12:29:00,,,1916380.895652174,
2025-08-06 12:41:00,,,,438663.3217391304
2025-08-06 12:42:00,,,,534500.6869565217
2025-08-06 12:43:00,,,,650212.504347826
2025-08-06 12:44:00,,,,548714.8
2025-08-06 12:45:00,,,,432568.9043478261
2025-08-06 12:46:00,,,,513485.01739130437
2025-08-06 12:47:00,,,,1048894.4260869564
2025-08-06 12:48:00,,,,967982.6782608696
2025-08-06 12:49:00,,,,431026.9913043478
2025-08-06 12:50:00,,,,394750.93043478264
2025-08-06 12:51:00,,,,1463021.6260869566
