Time,"flink_taskmanager_Status_JVM_CPU_Load{component=""taskmanager"",container=""flink-main-container"",endpoint=""prom"",host=""10_42_4_19"",instance=""10.42.4.19:9249"",job=""default/flink-pod-monitor"",namespace=""default"",pod=""flink-taskmanager-1-1"",tm_id=""flink_taskmanager_1_1""}","flink_taskmanager_Status_JVM_CPU_Load{component=""taskmanager"",container=""flink-main-container"",endpoint=""prom"",host=""10_42_4_20"",instance=""10.42.4.20:9249"",job=""default/flink-pod-monitor"",namespace=""default"",pod=""flink-taskmanager-1-1"",tm_id=""flink_taskmanager_1_1""}","flink_taskmanager_Status_JVM_CPU_Load{component=""taskmanager"",container=""flink-main-container"",endpoint=""prom"",host=""10_42_4_21"",instance=""10.42.4.21:9249"",job=""default/flink-pod-monitor"",namespace=""default"",pod=""flink-taskmanager-1-1"",tm_id=""flink_taskmanager_1_1""}","flink_taskmanager_Status_JVM_CPU_Load{component=""taskmanager"",container=""flink-main-container"",endpoint=""prom"",host=""10_42_4_22"",instance=""10.42.4.22:9249"",job=""default/flink-pod-monitor"",namespace=""default"",pod=""flink-taskmanager-1-1"",tm_id=""flink_taskmanager_1_1""}"
2025-08-06 11:41:00,0.506,,,
2025-08-06 11:41:05,0.52,,,
2025-08-06 11:41:10,0.487,,,
2025-08-06 11:41:15,0.67,,,
2025-08-06 11:41:20,0.5025,,,
2025-08-06 11:41:25,0.533,,,
2025-08-06 11:41:30,0.49,,,
2025-08-06 11:41:35,0.526,,,
2025-08-06 11:41:40,0.495,,,
2025-08-06 11:41:45,0.5285,,,
2025-08-06 11:41:50,0.501,,,
2025-08-06 11:41:55,0.5285,,,
2025-08-06 11:42:00,0.506,,,
2025-08-06 11:42:05,0.5355,,,
2025-08-06 11:42:10,0.4995,,,
2025-08-06 11:42:15,0.692,,,
2025-08-06 11:42:20,0.488,,,
2025-08-06 11:42:25,0.5535,,,
2025-08-06 11:42:30,0.4815,,,
2025-08-06 11:42:35,0.512,,,
2025-08-06 11:42:40,0.4875,,,
2025-08-06 11:42:45,0.521,,,
2025-08-06 11:42:50,0.505,,,
2025-08-06 11:42:55,0.527,,,
2025-08-06 11:43:00,0.4975,,,
2025-08-06 11:43:05,0.522,,,
2025-08-06 11:43:10,0.4935,,,
2025-08-06 11:43:15,0.647,,,
