Time,"{bucket=""mybucket"",container=""minio"",endpoint=""http-minio"",instance=""myminio-pool-0-0"",job=""minio"",namespace=""minio-tenant"",pod=""myminio-pool-0-0"",server=""127.0.0.1:9000"",service=""minio""}","{bucket=""mybucket"",container=""minio"",endpoint=""http-minio"",instance=""myminio-pool-0-0"",job=""minio"",namespace=""minio-tenant"",pod=""myminio-pool-0-0"",server=""127.0.0.1:9000"",service=""minio""}","{bucket=""mybucket"",container=""minio"",endpoint=""http-minio"",instance=""myminio-pool-0-0"",job=""minio"",namespace=""minio-tenant"",pod=""myminio-pool-0-0"",server=""127.0.0.1:9000"",service=""minio""}","{bucket=""mybucket"",container=""minio"",endpoint=""http-minio"",instance=""myminio-pool-0-0"",job=""minio"",namespace=""minio-tenant"",pod=""myminio-pool-0-0"",server=""127.0.0.1:9000"",service=""minio""}"
2025-08-06 11:41:00,131623.69565217392,,,
2025-08-06 11:42:00,207648.78260869565,,,
2025-08-06 11:43:00,261138.98260869563,,,
2025-08-06 11:44:00,286852.1043478261,,,
2025-08-06 11:45:00,230864.99130434782,,,
2025-08-06 11:46:00,204794.44347826086,,,
2025-08-06 11:47:00,245423.71304347826,,,
2025-08-06 11:48:00,511646.4956521739,,,
2025-08-06 11:49:00,471097.68695652176,,,
2025-08-06 11:50:00,204006.17391304346,,,
2025-08-06 11:51:00,285577.0956521739,,,
2025-08-06 11:59:00,,105612.15652173913,,
2025-08-06 12:00:00,,136797.45217391304,,
2025-08-06 12:01:00,,248700.6956521739,,
2025-08-06 12:02:00,,217453.37391304347,,
2025-08-06 12:03:00,,105370.2,,
2025-08-06 12:04:00,,128087.62608695652,,
2025-08-06 12:05:00,,436668.74782608694,,
2025-08-06 12:06:00,,414155.0,,
2025-08-06 12:07:00,,106736.70434782609,,
2025-08-06 12:08:00,,116647.88695652173,,
2025-08-06 12:09:00,,620978.2869565218,,
2025-08-06 12:19:00,,,176134.4956521739,
2025-08-06 12:20:00,,,242772.00869565218,
2025-08-06 12:21:00,,,344923.6608695652,
2025-08-06 12:22:00,,,420722.4260869565,
2025-08-06 12:23:00,,,465843.9739130435,
2025-08-06 12:24:00,,,538575.5652173912,
2025-08-06 12:25:00,,,683637.5304347825,
2025-08-06 12:26:00,,,837748.8434782608,
2025-08-06 12:27:00,,,945436.7739130434,
2025-08-06 12:28:00,,,963283.5130434782,
2025-08-06 12:29:00,,,946336.408695652,
2025-08-06 12:41:00,,,,209593.93913043477
2025-08-06 12:42:00,,,,257233.35652173913
2025-08-06 12:43:00,,,,313820.8086956522
2025-08-06 12:44:00,,,,264310.5478260869
2025-08-06 12:45:00,,,,206437.21739130432
2025-08-06 12:46:00,,,,246322.98260869563
2025-08-06 12:47:00,,,,513851.6
2025-08-06 12:48:00,,,,473284.4
2025-08-06 12:49:00,,,,205250.03478260868
2025-08-06 12:50:00,,,,187597.28695652174
2025-08-06 12:51:00,,,,721383.7391304348
