Time,{},{},{},{}
2025-08-05 13:28:00,0.0,,,
2025-08-05 13:28:05,0.0,,,
2025-08-05 13:28:10,0.0,,,
2025-08-05 13:28:15,0.0,,,
2025-08-05 13:28:20,0.0,,,
2025-08-05 13:28:25,0.0,,,
2025-08-05 13:28:30,0.0,,,
2025-08-05 13:28:35,0.0,,,
2025-08-05 13:28:40,0.0,,,
2025-08-05 13:28:45,0.0,,,
2025-08-05 13:28:50,0.0,,,
2025-08-05 13:28:55,0.0,,,
2025-08-05 13:29:00,0.0,,,
2025-08-05 13:29:05,0.0,,,
2025-08-05 13:29:10,0.0,,,
2025-08-05 13:29:15,0.0,,,
2025-08-05 13:29:20,0.0,,,
2025-08-05 13:29:25,0.0,,,
2025-08-05 13:29:30,0.0,,,
2025-08-05 13:29:35,0.0,,,
2025-08-05 13:29:40,0.0,,,
2025-08-05 13:29:45,0.0,,,
2025-08-05 13:29:50,0.0,,,
2025-08-05 13:29:55,634501.0,,,
2025-08-05 13:30:00,634501.0,,,
2025-08-05 13:30:05,634501.0,,,
2025-08-05 13:30:10,634501.0,,,
2025-08-05 13:30:15,812800.0,,,
2025-08-05 13:30:20,1956665.0,,,
2025-08-05 13:30:25,2092090.0,,,
2025-08-05 13:30:30,3407458.0,,,
2025-08-05 13:30:35,4025671.0,,,
2025-08-05 13:30:40,3705712.0,,,
2025-08-05 13:30:45,4276836.0,,,
2025-08-05 13:30:50,5271545.0,,,
2025-08-05 13:30:55,8484337.0,,,
2025-08-05 13:31:00,8484337.0,,,
2025-08-05 13:31:05,8484337.0,,,
2025-08-05 13:31:10,8484337.0,,,
2025-08-05 13:31:15,8888834.0,,,
2025-08-05 13:31:20,8294055.0,,,
2025-08-05 13:31:25,7033682.0,,,
2025-08-05 13:31:30,7033682.0,,,
2025-08-05 13:31:35,7553657.0,,,
2025-08-05 13:31:40,7594007.0,,,
2025-08-05 13:31:45,7773691.0,,,
2025-08-05 13:31:50,6211119.0,,,
2025-08-05 13:31:55,9074561.0,,,
2025-08-05 13:32:00,9074561.0,,,
2025-08-05 13:32:05,9074561.0,,,
2025-08-05 13:32:10,9258626.0,,,
2025-08-05 13:32:15,9258626.0,,,
2025-08-05 13:32:20,9520271.0,,,
2025-08-05 13:32:25,9734588.0,,,
2025-08-05 13:32:30,9489970.0,,,
2025-08-05 13:32:35,9773889.0,,,
2025-08-05 13:32:40,10230742.0,,,
2025-08-05 13:32:45,11143174.0,,,
2025-08-05 13:32:50,12055717.0,,,
