Time,{},{},{},{}
2025-07-31 07:50:00,19575.30816810541,,,
2025-07-31 07:50:05,19960.647965629898,,,
2025-07-31 07:50:10,20345.98776315439,,,
2025-07-31 07:50:15,28094.65125997441,,,
2025-07-31 07:50:20,28617.097402867606,,,
2025-07-31 07:50:25,29139.543545760804,,,
2025-07-31 07:50:30,29661.989688654,,,
2025-07-31 07:50:35,30184.435831547195,,,
2025-07-31 07:50:40,30706.88197444039,,,
2025-07-31 07:50:45,29316.48444444444,,,
2025-07-31 07:50:50,36119.731159933785,,,
2025-07-31 07:50:55,36798.686173961956,,,
2025-07-31 07:51:00,37477.64118799011,,,
2025-07-31 07:51:05,38156.59620201827,,,
2025-07-31 07:51:10,38835.55121604643,,,
2025-07-31 07:51:15,39514.506230074585,,,
2025-07-31 07:51:20,42153.77532247862,,,
2025-07-31 07:51:25,42741.069993742916,,,
2025-07-31 07:51:30,43741.80052949437,,,
2025-07-31 07:51:35,44528.22102661956,,,
2025-07-31 07:51:40,45314.64152374476,,,
2025-07-31 07:51:45,46101.06202086993,,,
2025-07-31 07:51:50,46887.48251799512,,,
2025-07-31 07:51:55,49158.85433828388,,,
2025-07-31 07:52:00,50067.44805069573,,,
2025-07-31 07:52:05,50976.04176310758,,,
2025-07-31 07:52:10,51884.63547551943,,,
2025-07-31 07:52:15,52793.229187931276,,,
2025-07-31 07:52:20,53701.82290034311,,,
2025-07-31 07:52:25,64004.07588557878,,,
2025-07-31 07:52:30,65196.40652699637,,,
2025-07-31 07:52:35,66334.08273364318,,,
2025-07-31 07:52:40,67471.75894028999,,,
2025-07-31 07:52:45,68260.57239880858,,,
2025-07-31 07:52:50,70739.77577320368,,,
2025-07-31 07:52:55,73970.64279209629,,,
2025-07-31 07:53:00,75332.55516883507,,,
2025-07-31 07:53:05,76694.46754557385,,,
2025-07-31 07:53:10,78056.37992231264,,,
2025-07-31 07:53:15,79418.2922990514,,,
2025-07-31 07:53:20,80780.2046757902,,,
2025-07-31 07:53:25,79303.04085616795,,,
2025-07-31 07:53:30,78424.60517547169,,,
2025-07-31 07:53:35,78424.60517547169,,,
2025-07-31 07:53:40,78424.60517547169,,,
2025-07-31 07:53:45,71259.92586651315,,,
2025-07-31 07:53:50,72566.29208696613,,,
2025-07-31 07:53:55,73872.65830741911,,,
2025-07-31 07:54:00,78381.97322717872,,,
2025-07-31 07:54:05,78381.97322717872,,,
2025-07-31 07:54:10,78381.97322717872,,,
2025-07-31 07:54:15,73668.34263054027,,,
2025-07-31 07:54:20,72361.97641008731,,,
2025-07-31 07:54:25,71055.61018963433,,,
2025-07-31 07:54:30,106649.7453659435,,,
2025-07-31 07:54:35,106649.7453659435,,,
2025-07-31 07:54:40,106649.7453659435,,,
2025-07-31 07:54:45,102008.32423122948,,,
2025-07-31 07:54:50,102008.32423122948,,,
2025-07-31 07:54:55,102008.32423122948,,,
2025-07-31 07:55:00,102008.32423122948,,,
2025-07-31 07:55:05,102008.32423122948,,,
2025-07-31 07:55:10,102008.32423122948,,,
2025-07-31 07:55:15,93641.655,,,
2025-07-31 07:55:20,100005.95908984388,,,
2025-07-31 07:55:25,100005.95908984388,,,
2025-07-31 07:55:30,100005.95908984388,,,
2025-07-31 07:55:35,100005.95908984388,,,
2025-07-31 07:55:40,100005.95908984388,,,
2025-07-31 07:55:45,100005.95908984388,,,
2025-07-31 07:55:50,99661.2236598891,,,
2025-07-31 07:55:55,99661.2236598891,,,
2025-07-31 07:56:00,99661.2236598891,,,
2025-07-31 07:56:05,99661.2236598891,,,
2025-07-31 07:56:10,99661.2236598891,,,
2025-07-31 07:56:15,99661.2236598891,,,
2025-07-31 07:56:20,104776.84983643815,,,
2025-07-31 07:56:25,123676.69374997698,,,
2025-07-31 07:56:30,123676.69374997698,,,
2025-07-31 07:56:35,123676.69374997698,,,
2025-07-31 07:56:40,123676.69374997698,,,
2025-07-31 07:56:45,123676.69374997698,,,
2025-07-31 07:56:50,123676.69374997698,,,
2025-07-31 07:56:55,122883.86988222097,,,
2025-07-31 07:57:00,122883.86988222097,,,
2025-07-31 07:57:05,122883.86988222097,,,
2025-07-31 07:57:10,122883.86988222097,,,
2025-07-31 07:57:15,122883.86988222097,,,
2025-07-31 07:57:20,122883.86988222097,,,
2025-07-31 07:57:25,118386.92028353851,,,
2025-07-31 07:57:30,118386.92028353851,,,
2025-07-31 07:57:35,118386.92028353851,,,
2025-07-31 07:57:40,118386.92028353851,,,
2025-07-31 07:57:45,118386.92028353851,,,
2025-07-31 07:57:50,118386.92028353851,,,
2025-07-31 07:57:55,126342.90823410613,,,
2025-07-31 07:58:00,147182.11500023922,,,
2025-07-31 07:58:05,147182.11500023922,,,
2025-07-31 07:58:10,147182.11500023922,,,
2025-07-31 07:58:15,147182.11500023922,,,
2025-07-31 07:58:20,137664.6538421973,,,
2025-07-31 07:58:25,140553.8305265581,,,
2025-07-31 07:58:30,140553.8305265581,,,
2025-07-31 07:58:35,140553.8305265581,,,
2025-07-31 07:58:40,140553.8305265581,,,
2025-07-31 07:58:45,112474.15031095482,,,
2025-07-31 07:58:50,124078.11383100659,,,
2025-07-31 07:58:55,133931.95932027855,,,
2025-07-31 07:59:00,133931.95932027855,,,
2025-07-31 08:03:00,,95841.73304138254,,
2025-07-31 08:03:05,,95841.73304138254,,
2025-07-31 08:03:10,,95841.73304138254,,
2025-07-31 08:03:15,,95841.73304138254,,
2025-07-31 08:03:20,,80816.93613429225,,
2025-07-31 08:03:25,,75039.922660211,,
2025-07-31 08:03:30,,81674.99294076762,,
2025-07-31 08:03:35,,81674.99294076762,,
2025-07-31 08:03:40,,81674.99294076762,,
2025-07-31 08:03:45,,81674.99294076762,,
2025-07-31 08:03:50,,84034.71409403636,,
2025-07-31 08:03:55,,83901.86973794512,,
2025-07-31 08:04:00,,83901.86973794512,,
2025-07-31 08:04:05,,83901.86973794512,,
2025-07-31 08:04:10,,83901.86973794512,,
2025-07-31 08:04:15,,85740.54083692304,,
2025-07-31 08:04:20,,85740.54083692304,,
2025-07-31 08:04:25,,87005.77855781389,,
2025-07-31 08:04:30,,87005.77855781389,,
2025-07-31 08:04:35,,87005.77855781389,,
2025-07-31 08:04:40,,87005.77855781389,,
2025-07-31 08:04:45,,83834.40004065797,,
2025-07-31 08:04:50,,56542.12760167657,,
2025-07-31 08:04:55,,56542.12760167657,,
2025-07-31 08:05:00,,56542.12760167657,,
2025-07-31 08:05:05,,56542.12760167657,,
2025-07-31 08:05:10,,56542.12760167657,,
2025-07-31 08:05:15,,53156.64676999744,,
2025-07-31 08:05:20,,74284.24325858749,,
2025-07-31 08:05:25,,74284.24325858749,,
2025-07-31 08:05:30,,74284.24325858749,,
2025-07-31 08:05:35,,74284.24325858749,,
2025-07-31 08:05:40,,74284.24325858749,,
2025-07-31 08:05:45,,74284.24325858749,,
2025-07-31 08:05:50,,73430.23125,,
2025-07-31 08:05:55,,77941.55718255052,,
2025-07-31 08:06:00,,82578.87722621787,,
2025-07-31 08:06:05,,82578.87722621787,,
2025-07-31 08:06:10,,82578.87722621787,,
2025-07-31 08:06:15,,82578.87722621787,,
2025-07-31 08:06:20,,82578.87722621787,,
2025-07-31 08:06:25,,82578.87722621787,,
2025-07-31 08:06:30,,84078.6686062063,,
2025-07-31 08:06:35,,84078.6686062063,,
2025-07-31 08:06:40,,84078.6686062063,,
2025-07-31 08:06:45,,84078.6686062063,,
2025-07-31 08:06:50,,84321.14349423056,,
2025-07-31 08:06:55,,85872.78485328321,,
2025-07-31 08:07:00,,85872.78485328321,,
2025-07-31 08:07:05,,85872.78485328321,,
2025-07-31 08:07:10,,85872.78485328321,,
2025-07-31 08:07:15,,85872.78485328321,,
2025-07-31 08:07:20,,100557.00614547344,,
2025-07-31 08:07:25,,104199.15186400039,,
2025-07-31 08:07:30,,104199.15186400039,,
2025-07-31 08:07:35,,104199.15186400039,,
2025-07-31 08:07:40,,104199.15186400039,,
2025-07-31 08:07:45,,104199.15186400039,,
2025-07-31 08:07:50,,100524.2908947636,,
2025-07-31 08:07:55,,108110.74198820001,,
2025-07-31 08:08:00,,108110.74198820001,,
2025-07-31 08:08:05,,108110.74198820001,,
2025-07-31 08:08:10,,108110.74198820001,,
