Time,"{container=""minio"",endpoint=""http-minio"",instance=""myminio-pool-0-0"",job=""minio"",namespace=""minio-tenant"",pod=""myminio-pool-0-0"",server=""127.0.0.1:9000"",service=""minio""}","{container=""minio"",endpoint=""http-minio"",instance=""myminio-pool-0-0"",job=""minio"",namespace=""minio-tenant"",pod=""myminio-pool-0-0"",server=""127.0.0.1:9000"",service=""minio""}","{container=""minio"",endpoint=""http-minio"",instance=""myminio-pool-0-0"",job=""minio"",namespace=""minio-tenant"",pod=""myminio-pool-0-0"",server=""127.0.0.1:9000"",service=""minio""}","{container=""minio"",endpoint=""http-minio"",instance=""myminio-pool-0-0"",job=""minio"",namespace=""minio-tenant"",pod=""myminio-pool-0-0"",server=""127.0.0.1:9000"",service=""minio""}"
2025-08-05 13:28:00,32965.87826086956,,,
2025-08-05 13:29:00,32069.252173913042,,,
2025-08-05 13:30:00,25063.191304347827,,,
2025-08-05 13:31:00,188455.3304347826,,,
2025-08-05 13:32:00,166217.2347826087,,,
2025-08-05 13:33:00,356224.6956521739,,,
2025-08-05 13:34:00,387797.46086956526,,,
2025-08-05 13:35:00,373172.5043478261,,,
2025-08-05 13:36:00,441814.06086956523,,,
2025-08-05 13:37:00,472320.15652173915,,,
2025-08-05 13:38:00,456399.93043478264,,,
2025-08-05 13:39:00,550566.1217391304,,,
2025-08-05 13:41:00,,17402.29565217391,,
2025-08-05 13:42:00,,45092.3652173913,,
2025-08-05 13:43:00,,187276.21739130432,,
2025-08-05 13:44:00,,320577.93043478264,,
2025-08-05 13:45:00,,338026.53913043474,,
2025-08-05 13:46:00,,322155.93913043477,,
2025-08-05 13:47:00,,353880.452173913,,
2025-08-05 13:48:00,,436075.5739130435,,
2025-08-05 13:49:00,,445183.06086956523,,
2025-08-05 13:50:00,,360409.9478260869,,
2025-08-05 13:51:00,,386722.84347826085,,
2025-08-05 13:57:00,,,64117.18260869566,
2025-08-05 13:58:00,,,60977.17391304347,
2025-08-05 13:59:00,,,134907.7043478261,
2025-08-05 14:00:00,,,209515.12173913044,
2025-08-05 14:01:00,,,131745.05217391305,
2025-08-05 14:02:00,,,363241.3913043478,
2025-08-05 14:03:00,,,444969.8695652174,
2025-08-05 14:04:00,,,523839.3565217391,
2025-08-05 14:05:00,,,598717.1217391305,
2025-08-05 14:06:00,,,672842.7565217391,
2025-08-05 14:07:00,,,362356.1043478261,
2025-08-05 14:14:00,,,,15220.495652173913
2025-08-05 14:15:00,,,,15984.721739130435
2025-08-05 14:16:00,,,,138689.31304347827
2025-08-05 14:17:00,,,,323800.1652173913
2025-08-05 14:18:00,,,,375239.53913043474
2025-08-05 14:19:00,,,,408609.6608695652
2025-08-05 14:20:00,,,,410634.9130434783
2025-08-05 14:21:00,,,,379823.5304347826
2025-08-05 14:22:00,,,,377150.43478260865
2025-08-05 14:23:00,,,,382418.0086956521
2025-08-05 14:24:00,,,,594662.3739130435
