Time,{},{},{},{}
2025-08-05 13:28:00,10087.15994351532,,,
2025-08-05 13:28:05,11564.769921770427,,,
2025-08-05 13:28:10,11564.769921770427,,,
2025-08-05 13:28:15,11564.769921770427,,,
2025-08-05 13:28:20,9341.339177750906,,,
2025-08-05 13:28:25,9341.339177750906,,,
2025-08-05 13:28:30,6806.965650842585,,,
2025-08-05 13:28:35,6806.965650842585,,,
2025-08-05 13:28:40,6806.965650842585,,,
2025-08-05 13:28:45,6806.965650842586,,,
2025-08-05 13:28:50,6806.965650842586,,,
2025-08-05 13:28:55,8713.860757537263,,,
2025-08-05 13:29:00,13280.102715916482,,,
2025-08-05 13:29:05,13280.102715916482,,,
2025-08-05 13:29:10,13280.102715916482,,,
2025-08-05 13:29:15,13280.102715916482,,,
2025-08-05 13:29:20,13280.102715916482,,,
2025-08-05 13:29:25,13280.102715916482,,,
2025-08-05 13:29:30,7331.489046507451,,,
2025-08-05 13:29:35,7331.489046507451,,,
2025-08-05 13:29:40,7331.489046507451,,,
2025-08-05 13:29:45,7331.489046507453,,,
2025-08-05 13:29:50,7331.489046507453,,,
2025-08-05 13:29:55,7331.489046507453,,,
2025-08-05 13:30:00,21853.902798232695,,,
2025-08-05 13:30:05,21853.902798232695,,,
2025-08-05 13:30:10,21853.902798232695,,,
2025-08-05 13:30:15,21853.902798232695,,,
2025-08-05 13:30:20,21853.902798232695,,,
2025-08-05 13:30:25,21853.902798232695,,,
2025-08-05 13:30:30,15863.027125598357,,,
2025-08-05 13:30:35,15863.027125598357,,,
2025-08-05 13:30:40,15863.027125598357,,,
2025-08-05 13:30:45,15863.027125598359,,,
2025-08-05 13:30:50,15863.027125598359,,,
2025-08-05 13:30:55,89714.94420184377,,,
2025-08-05 13:31:00,119469.71171672228,,,
2025-08-05 13:31:05,119469.71171672228,,,
2025-08-05 13:31:10,119469.71171672228,,,
2025-08-05 13:31:15,119469.71171672228,,,
2025-08-05 13:31:20,119469.71171672228,,,
2025-08-05 13:31:25,102143.61677500464,,,
2025-08-05 13:31:30,127689.36270686403,,,
2025-08-05 13:31:35,92466.14144262898,,,
2025-08-05 13:31:40,92466.14144262898,,,
2025-08-05 13:31:45,92466.14144262898,,,
2025-08-05 13:31:50,92466.14144262898,,,
2025-08-05 13:31:55,92466.14144262898,,,
2025-08-05 13:32:00,132039.23522086296,,,
2025-08-05 13:32:05,132039.23522086296,,,
2025-08-05 13:32:10,173919.80748168766,,,
2025-08-05 13:32:15,173919.80748168766,,,
2025-08-05 13:32:20,173919.80748168766,,,
2025-08-05 13:32:25,173919.80748168766,,,
2025-08-05 13:32:30,116167.73142928725,,,
2025-08-05 13:32:35,84427.67479347168,,,
2025-08-05 13:32:40,84427.67479347167,,,
2025-08-05 13:32:45,84427.67479347167,,,
2025-08-05 13:32:50,84427.67479347167,,,
2025-08-05 13:32:55,113428.27559257539,,,
2025-08-05 13:33:00,206400.51446150275,,,
2025-08-05 13:33:05,248042.75978308663,,,
2025-08-05 13:33:10,248042.75978308663,,,
2025-08-05 13:33:15,248042.75978308663,,,
2025-08-05 13:33:20,248042.75978308663,,,
2025-08-05 13:33:25,248042.75978308663,,,
2025-08-05 13:33:30,179005.00567427048,,,
2025-08-05 13:33:35,146244.61488052623,,,
2025-08-05 13:33:40,146244.61488052623,,,
2025-08-05 13:33:45,146244.61488052618,,,
2025-08-05 13:33:50,146244.61488052618,,,
2025-08-05 13:33:55,146244.61488052618,,,
2025-08-05 13:34:00,194292.68804787152,,,
2025-08-05 13:34:05,194292.68804787152,,,
2025-08-05 13:34:10,255196.98940075727,,,
2025-08-05 13:34:15,255196.98940075727,,,
2025-08-05 13:34:20,255196.98940075727,,,
2025-08-05 13:34:25,255196.98940075727,,,
2025-08-05 13:34:30,255196.98940075727,,,
2025-08-05 13:34:35,105049.82724504548,,,
2025-08-05 13:34:40,105049.82724504548,,,
2025-08-05 13:34:45,105049.82724504548,,,
2025-08-05 13:34:50,105049.82724504548,,,
2025-08-05 13:34:55,105049.82724504548,,,
2025-08-05 13:35:00,155263.24115481734,,,
2025-08-05 13:35:05,220491.68862027998,,,
2025-08-05 13:35:10,220491.68862027998,,,
2025-08-05 13:35:15,220491.68862027995,,,
2025-08-05 13:35:20,220491.68862027995,,,
2025-08-05 13:35:25,220491.68862027995,,,
2025-08-05 13:35:30,172358.19515502683,,,
2025-08-05 13:35:35,172358.19515502683,,,
2025-08-05 13:35:40,117040.4838877881,,,
2025-08-05 13:35:45,117040.4838877881,,,
2025-08-05 13:35:50,117040.4838877881,,,
2025-08-05 13:35:55,117040.4838877881,,,
2025-08-05 13:36:00,180069.95858245634,,,
2025-08-05 13:36:05,285308.4995107467,,,
2025-08-05 13:36:10,285308.4995107467,,,
2025-08-05 13:36:15,285308.4995107467,,,
2025-08-05 13:36:20,285308.4995107467,,,
2025-08-05 13:36:25,285308.4995107467,,,
2025-08-05 13:36:30,285308.4995107467,,,
2025-08-05 13:36:35,160288.80477147893,,,
2025-08-05 13:36:40,160288.80477147893,,,
2025-08-05 13:36:45,160288.80477147893,,,
2025-08-05 13:36:50,160288.80477147896,,,
2025-08-05 13:36:55,160288.80477147896,,,
2025-08-05 13:37:00,160288.80477147896,,,
2025-08-05 13:37:05,314811.90512338403,,,
2025-08-05 13:37:10,314811.90512338403,,,
2025-08-05 13:37:15,314811.90512338403,,,
2025-08-05 13:37:20,314811.90512338403,,,
2025-08-05 13:37:25,314811.90512338403,,,
2025-08-05 13:37:30,314811.90512338403,,,
2025-08-05 13:37:35,233916.21965908993,,,
2025-08-05 13:37:40,144568.79044919074,,,
2025-08-05 13:37:45,144568.79044919074,,,
2025-08-05 13:37:50,144568.79044919074,,,
2025-08-05 13:37:55,144568.79044919074,,,
2025-08-05 13:38:00,228442.6305198143,,,
2025-08-05 13:38:05,313139.1174360201,,,
2025-08-05 13:38:10,313139.1174360201,,,
2025-08-05 13:38:15,313139.1174360201,,,
2025-08-05 13:38:20,313139.1174360201,,,
2025-08-05 13:38:25,238189.66112473884,,,
2025-08-05 13:38:30,238189.66112473884,,,
2025-08-05 13:38:35,163604.83303829088,,,
2025-08-05 13:38:40,163604.83303829088,,,
2025-08-05 13:38:45,163604.83303829088,,,
2025-08-05 13:38:50,163604.83303829088,,,
2025-08-05 13:38:55,139204.08110636886,,,
2025-08-05 13:39:00,132387.21306310673,,,
2025-08-05 13:41:00,,1650.921143779101,,
2025-08-05 13:41:05,,955.600397619775,,
2025-08-05 13:41:10,,1112.8382615406877,,
2025-08-05 13:41:15,,1112.8382615406877,,
2025-08-05 13:41:20,,1112.8382615406877,,
2025-08-05 13:41:25,,1273.8328684140265,,
2025-08-05 13:41:30,,1273.8328684140265,,
2025-08-05 13:41:35,,1273.8328684140265,,
2025-08-05 13:41:40,,1304.7479356801389,,
2025-08-05 13:41:45,,1304.7479356801389,,
2025-08-05 13:41:50,,1304.7479356801389,,
2025-08-05 13:41:55,,1383.1633831633833,,
2025-08-05 13:42:00,,20496.955226496102,,
2025-08-05 13:42:05,,20496.955226496102,,
2025-08-05 13:42:10,,20496.955226496102,,
2025-08-05 13:42:15,,20496.955226496102,,
2025-08-05 13:42:20,,20496.955226496102,,
2025-08-05 13:42:25,,27204.272226039542,,
2025-08-05 13:42:30,,26877.762702441112,,
2025-08-05 13:42:35,,20500.038290284116,,
2025-08-05 13:42:40,,20500.038290284116,,
2025-08-05 13:42:45,,20500.038290284116,,
2025-08-05 13:42:50,,20500.038290284116,,
2025-08-05 13:42:55,,20500.038290284116,,
2025-08-05 13:43:00,,113086.77425660852,,
2025-08-05 13:43:05,,113086.77425660852,,
2025-08-05 13:43:10,,113086.77425660852,,
2025-08-05 13:43:15,,113086.77425660852,,
2025-08-05 13:43:20,,113086.77425660852,,
2025-08-05 13:43:25,,140520.98403388725,,
2025-08-05 13:43:30,,140520.98403388725,,
2025-08-05 13:43:35,,113377.01395134136,,
2025-08-05 13:43:40,,86688.52245910164,,
2025-08-05 13:43:45,,86688.52245910164,,
2025-08-05 13:43:50,,159087.8584927844,,
2025-08-05 13:43:55,,159087.8584927844,,
2025-08-05 13:44:00,,196393.21403862137,,
2025-08-05 13:44:05,,228376.37359195077,,
2025-08-05 13:44:10,,228376.37359195077,,
2025-08-05 13:44:15,,228376.37359195077,,
2025-08-05 13:44:20,,196436.98617689317,,
2025-08-05 13:44:25,,160225.0576385297,,
2025-08-05 13:44:30,,160225.05763852972,,
2025-08-05 13:44:35,,110510.3699903084,,
2025-08-05 13:44:40,,110510.3699903084,,
2025-08-05 13:44:45,,110510.3699903084,,
2025-08-05 13:44:50,,110510.3699903084,,
2025-08-05 13:44:55,,110510.3699903084,,
2025-08-05 13:45:00,,188420.47800419093,,
2025-08-05 13:45:05,,228620.5426771916,,
2025-08-05 13:45:10,,228620.5426771916,,
2025-08-05 13:45:15,,228620.5426771916,,
2025-08-05 13:45:20,,228620.5426771916,,
2025-08-05 13:45:25,,228620.5426771916,,
2025-08-05 13:45:30,,170872.95791914294,,
2025-08-05 13:45:35,,170872.95791914294,,
2025-08-05 13:45:40,,98592.04926753417,,
2025-08-05 13:45:45,,98592.04926753417,,
2025-08-05 13:45:50,,151000.29926915324,,
2025-08-05 13:45:55,,205397.28006990266,,
2025-08-05 13:46:00,,205397.28006990266,,
2025-08-05 13:46:05,,205397.28006990266,,
2025-08-05 13:46:10,,205397.28006990266,,
2025-08-05 13:46:15,,205397.28006990266,,
2025-08-05 13:46:20,,205397.28006990266,,
2025-08-05 13:46:25,,109767.77499999998,,
2025-08-05 13:46:30,,102185.15858489911,,
2025-08-05 13:46:35,,102185.15858489911,,
2025-08-05 13:46:40,,102185.15858489911,,
2025-08-05 13:46:45,,102185.15858489911,,
2025-08-05 13:46:50,,102185.15858489911,,
2025-08-05 13:46:55,,102185.15858489911,,
2025-08-05 13:47:00,,220635.09995097772,,
2025-08-05 13:47:05,,220635.09995097772,,
