Time,"{container=""minio"",endpoint=""http-minio"",instance=""myminio-pool-0-0"",job=""minio"",namespace=""minio-tenant"",pod=""myminio-pool-0-0"",server=""127.0.0.1:9000"",service=""minio""}","{container=""minio"",endpoint=""http-minio"",instance=""myminio-pool-0-0"",job=""minio"",namespace=""minio-tenant"",pod=""myminio-pool-0-0"",server=""127.0.0.1:9000"",service=""minio""}","{container=""minio"",endpoint=""http-minio"",instance=""myminio-pool-0-0"",job=""minio"",namespace=""minio-tenant"",pod=""myminio-pool-0-0"",server=""127.0.0.1:9000"",service=""minio""}","{container=""minio"",endpoint=""http-minio"",instance=""myminio-pool-0-0"",job=""minio"",namespace=""minio-tenant"",pod=""myminio-pool-0-0"",server=""127.0.0.1:9000"",service=""minio""}"
2025-08-05 08:05:00,34034.99130434782,,,
2025-08-05 08:06:00,33342.19130434783,,,
2025-08-05 08:07:00,93037.22608695652,,,
2025-08-05 08:08:00,91497.17391304347,,,
2025-08-05 08:09:00,92529.63478260869,,,
2025-08-05 08:10:00,92991.89565217392,,,
2025-08-05 08:11:00,114887.97391304348,,,
2025-08-05 08:12:00,111460.27826086957,,,
2025-08-05 08:13:00,270038.7652173913,,,
2025-08-05 08:14:00,269413.84347826085,,,
2025-08-05 08:15:00,92705.25217391303,,,
2025-08-05 08:24:00,,30094.85217391304,,
2025-08-05 08:25:00,,27077.956521739132,,
2025-08-05 08:26:00,,93825.0,,
2025-08-05 08:27:00,,91461.56521739131,,
2025-08-05 08:28:00,,93727.81739130434,,
2025-08-05 08:29:00,,91499.9652173913,,
2025-08-05 08:30:00,,111592.05217391303,,
2025-08-05 08:31:00,,112675.66956521738,,
2025-08-05 08:32:00,,263174.28695652174,,
2025-08-05 08:33:00,,264635.0260869565,,
2025-08-05 08:34:00,,91198.90434782609,,
2025-08-05 08:39:00,,,15314.95652173913,
2025-08-05 08:40:00,,,78717.07826086956,
2025-08-05 08:41:00,,,79153.17391304347,
2025-08-05 08:42:00,,,94696.63478260869,
2025-08-05 08:43:00,,,91384.13913043478,
2025-08-05 08:44:00,,,91217.33913043478,
2025-08-05 08:45:00,,,91418.41739130435,
2025-08-05 08:46:00,,,118418.78260869565,
2025-08-05 08:47:00,,,119406.1652173913,
2025-08-05 08:48:00,,,302342.06086956523,
2025-08-05 08:49:00,,,302348.4695652174,
2025-08-05 08:58:00,,,,15320.11304347826
2025-08-05 08:59:00,,,,80788.11304347825
2025-08-05 09:00:00,,,,80384.27826086957
2025-08-05 09:01:00,,,,91457.0347826087
2025-08-05 09:02:00,,,,91308.23478260869
2025-08-05 09:03:00,,,,92223.02608695652
2025-08-05 09:04:00,,,,92166.81739130434
2025-08-05 09:05:00,,,,119684.4260869565
2025-08-05 09:06:00,,,,119404.18260869566
2025-08-05 09:07:00,,,,303387.71304347826
2025-08-05 09:08:00,,,,305191.19130434777
