Time,"flink_taskmanager_Status_JVM_CPU_Load{component=""taskmanager"",container=""flink-main-container"",endpoint=""prom"",host=""10_42_4_15"",instance=""10.42.4.15:9249"",job=""default/flink-pod-monitor"",namespace=""default"",pod=""flink-taskmanager-1-1"",tm_id=""flink_taskmanager_1_1""}","flink_taskmanager_Status_JVM_CPU_Load{component=""taskmanager"",container=""flink-main-container"",endpoint=""prom"",host=""10_42_4_16"",instance=""10.42.4.16:9249"",job=""default/flink-pod-monitor"",namespace=""default"",pod=""flink-taskmanager-1-1"",tm_id=""flink_taskmanager_1_1""}","flink_taskmanager_Status_JVM_CPU_Load{component=""taskmanager"",container=""flink-main-container"",endpoint=""prom"",host=""10_42_4_17"",instance=""10.42.4.17:9249"",job=""default/flink-pod-monitor"",namespace=""default"",pod=""flink-taskmanager-1-1"",tm_id=""flink_taskmanager_1_1""}","flink_taskmanager_Status_JVM_CPU_Load{component=""taskmanager"",container=""flink-main-container"",endpoint=""prom"",host=""10_42_4_18"",instance=""10.42.4.18:9249"",job=""default/flink-pod-monitor"",namespace=""default"",pod=""flink-taskmanager-1-1"",tm_id=""flink_taskmanager_1_1""}"
2025-08-06 09:12:00,0.5035,,,
2025-08-06 09:12:05,0.4995,,,
2025-08-06 09:12:10,0.488,,,
2025-08-06 09:12:15,0.4895,,,
2025-08-06 09:12:20,0.4795,,,
2025-08-06 09:12:25,0.599,,,
2025-08-06 09:12:30,0.512,,,
2025-08-06 09:12:35,0.495,,,
2025-08-06 09:12:40,0.5045,,,
2025-08-06 09:12:45,0.5135,,,
2025-08-06 09:12:50,0.516,,,
2025-08-06 09:12:55,0.524,,,
2025-08-06 09:13:00,0.5135,,,
2025-08-06 09:13:05,0.491,,,
2025-08-06 09:13:10,0.501,,,
2025-08-06 09:13:15,0.565,,,
2025-08-06 09:13:20,0.5075,,,
2025-08-06 09:13:25,0.5765,,,
2025-08-06 09:13:30,0.5305,,,
2025-08-06 09:13:35,0.5155,,,
2025-08-06 09:13:40,0.4975,,,
2025-08-06 09:13:45,0.502,,,
2025-08-06 09:13:50,0.5145,,,
2025-08-06 09:13:55,0.516,,,
2025-08-06 09:14:00,0.508,,,
2025-08-06 09:14:05,0.513,,,
2025-08-06 09:14:10,0.508,,,
2025-08-06 09:14:15,0.514,,,
2025-08-06 09:14:20,0.509,,,
2025-08-06 09:14:25,0.579,,,
2025-08-06 09:14:30,0.526,,,
2025-08-06 09:14:35,0.534,,,
2025-08-06 09:14:40,0.5185,,,
2025-08-06 09:14:45,0.5045,,,
2025-08-06 09:14:50,0.5225,,,
2025-08-06 09:14:55,0.5355,,,
2025-08-06 09:15:00,0.5315,,,
2025-08-06 09:15:05,0.5375,,,
2025-08-06 09:15:10,0.5245,,,
2025-08-06 09:15:15,0.5255,,,
2025-08-06 09:15:20,0.516,,,
2025-08-06 09:15:25,0.7665,,,
2025-08-06 09:15:30,0.5305,,,
2025-08-06 09:15:35,0.508,,,
2025-08-06 09:15:40,0.492,,,
2025-08-06 09:15:45,0.4845,,,
2025-08-06 09:15:50,0.4968085106382979,,,
