Time,"{container=""minio"",endpoint=""http-minio"",instance=""myminio-pool-0-0"",job=""minio"",namespace=""minio-tenant"",pod=""myminio-pool-0-0"",server=""127.0.0.1:9000"",service=""minio""}","{container=""minio"",endpoint=""http-minio"",instance=""myminio-pool-0-0"",job=""minio"",namespace=""minio-tenant"",pod=""myminio-pool-0-0"",server=""127.0.0.1:9000"",service=""minio""}","{container=""minio"",endpoint=""http-minio"",instance=""myminio-pool-0-0"",job=""minio"",namespace=""minio-tenant"",pod=""myminio-pool-0-0"",server=""127.0.0.1:9000"",service=""minio""}","{container=""minio"",endpoint=""http-minio"",instance=""myminio-pool-0-0"",job=""minio"",namespace=""minio-tenant"",pod=""myminio-pool-0-0"",server=""127.0.0.1:9000"",service=""minio""}"
2025-08-06 09:12:00,440524.9130434783,,,
2025-08-06 09:13:00,872468.4956521739,,,
2025-08-06 09:14:00,820087.2347826087,,,
2025-08-06 09:15:00,387869.19130434777,,,
2025-08-06 09:16:00,460198.7217391304,,,
2025-08-06 09:17:00,1534460.1739130435,,,
2025-08-06 09:18:00,1460346.4086956521,,,
2025-08-06 09:19:00,388085.7304347826,,,
2025-08-06 09:20:00,450810.76521739125,,,
2025-08-06 09:21:00,2191645.565217391,,,
2025-08-06 09:22:00,2129590.2695652177,,,
2025-08-06 09:33:00,,189973.1652173913,,
2025-08-06 09:34:00,,377078.68695652176,,
2025-08-06 09:35:00,,387656.9913043478,,
2025-08-06 09:36:00,,456497.1130434783,,
2025-08-06 09:37:00,,995004.1304347826,,
2025-08-06 09:38:00,,925456.147826087,,
2025-08-06 09:39:00,,385163.23478260863,,
2025-08-06 09:40:00,,427956.652173913,,
2025-08-06 09:41:00,,1666207.0347826085,,
2025-08-06 09:42:00,,1625145.808695652,,
2025-08-06 09:43:00,,389810.71304347826,,
2025-08-06 09:55:00,,,422531.4,
2025-08-06 09:56:00,,,506323.23478260863,
2025-08-06 09:57:00,,,892439.8347826087,
2025-08-06 09:58:00,,,837853.547826087,
2025-08-06 09:59:00,,,672148.1043478261,
2025-08-06 10:00:00,,,952120.7826086956,
2025-08-06 10:01:00,,,1205222.252173913,
2025-08-06 10:02:00,,,1403383.104347826,
2025-08-06 10:03:00,,,893910.2695652173,
2025-08-06 10:04:00,,,1370181.6782608696,
2025-08-06 10:05:00,,,1765049.104347826,
2025-08-06 10:12:00,,,,279121.5913043478
2025-08-06 10:13:00,,,,389309.2173913044
2025-08-06 10:14:00,,,,443674.73913043475
2025-08-06 10:15:00,,,,911585.9217391305
2025-08-06 10:16:00,,,,854234.6782608696
2025-08-06 10:17:00,,,,385673.46086956526
2025-08-06 10:18:00,,,,503415.1478260869
2025-08-06 10:19:00,,,,1565994.713043478
2025-08-06 10:20:00,,,,1451902.8347826086
2025-08-06 10:21:00,,,,389399.1217391304
2025-08-06 10:22:00,,,,390768.6608695652
