Time,{},{},{}
2025-08-21 11:38:00,0.9962572014872452,,
2025-08-21 11:38:05,0.9968467785450865,,
2025-08-21 11:38:10,0.9972694316822547,,
2025-08-21 11:38:15,0.9975976275311482,,
2025-08-21 11:38:20,0.9978512898831287,,
2025-08-21 11:38:25,0.9980578158646097,,
2025-08-21 11:38:30,0.9982272714904269,,
2025-08-21 11:38:35,0.9983713184339059,,
2025-08-21 11:38:40,0.9984941188651085,,
2025-08-21 11:38:45,0.9986007388336112,,
2025-08-21 11:38:50,0.99869259895618,,
2025-08-21 11:38:55,0.9990486239285326,,
2025-08-21 11:39:00,0.9990993621517745,,
2025-08-21 11:39:05,0.999143720843987,,
2025-08-21 11:39:10,0.9991836595173562,,
2025-08-21 11:39:15,0.9992209114650136,,
2025-08-21 11:39:20,0.9997671444741766,,
2025-08-21 11:39:25,0.9999995043997295,,
2025-08-21 11:39:30,0.9999996261331717,,
2025-08-21 11:39:35,0.9999996329606882,,
2025-08-21 11:39:40,0.9999996395443754,,
2025-08-21 11:39:45,0.9999996456157961,,
2025-08-21 11:39:50,1.0,,
2025-08-21 11:39:55,1.0,,
2025-08-21 11:40:00,1.0,,
2025-08-21 11:40:05,1.0,,
2025-08-21 11:40:10,1.0,,
2025-08-21 11:40:15,1.0,,
2025-08-21 11:40:20,1.0,,
2025-08-21 11:40:25,1.0,,
2025-08-21 11:40:30,1.0,,
2025-08-21 11:40:35,1.0,,
2025-08-21 11:40:40,1.0,,
2025-08-21 11:40:45,1.0,,
2025-08-21 11:40:50,1.0,,
2025-08-21 11:40:55,1.0,,
2025-08-21 11:41:00,1.0,,
2025-08-21 11:41:05,1.0,,
2025-08-21 11:41:10,1.0,,
2025-08-21 11:41:15,1.0,,
2025-08-21 11:41:20,1.0,,
2025-08-21 11:41:25,1.0,,
2025-08-21 11:41:30,1.0,,
2025-08-21 11:41:35,1.0,,
2025-08-21 11:41:40,1.0,,
2025-08-21 11:41:45,1.0,,
2025-08-21 11:41:50,1.0,,
